SUBCAT,DESCRICAO,CAT,DESC_CAT,capitulo_cod,capitulo_desc,cap_cod
W745,Afogamento e submersão não especificados - áreas de comércio e de serviços,W74,Afogamento e submersão não especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W746,Afogamento e submersão não especificados - áreas industriais e em construção,W74,Afogamento e submersão não especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W747,Afogamento e submersão não especificados - fazenda,W74,Afogamento e submersão não especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W748,Afogamento e submersão não especificados - outros locais especificados,W74,Afogamento e submersão não especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W749,Afogamento e submersão não especificados - local não especificado,W74,Afogamento e submersão não especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W750,Sufocação e estrangulamento acidental na cama - residência,W75,Sufocação e estrangulamento acidental na cama,20,XX. Causas externas de morbidade e mortalidade,XX
W751,Sufocação e estrangulamento acidental na cama - habitação coletiva,W75,Sufocação e estrangulamento acidental na cama,20,XX. Causas externas de morbidade e mortalidade,XX
W752,"Sufocação e estrangulamento acidental na cama - escolas, outras instituições e áreas de administração pública",W75,Sufocação e estrangulamento acidental na cama,20,XX. Causas externas de morbidade e mortalidade,XX
W753,Sufocação e estrangulamento acidental na cama - área para a prática de esportes e atletismo,W75,Sufocação e estrangulamento acidental na cama,20,XX. Causas externas de morbidade e mortalidade,XX
W754,Sufocação e estrangulamento acidental na cama - rua e estrada,W75,Sufocação e estrangulamento acidental na cama,20,XX. Causas externas de morbidade e mortalidade,XX
W755,Sufocação e estrangulamento acidental na cama - áreas de comércio e de serviços,W75,Sufocação e estrangulamento acidental na cama,20,XX. Causas externas de morbidade e mortalidade,XX
W756,Sufocação e estrangulamento acidental na cama - áreas industriais e em construção,W75,Sufocação e estrangulamento acidental na cama,20,XX. Causas externas de morbidade e mortalidade,XX
W757,Sufocação e estrangulamento acidental na cama - fazenda,W75,Sufocação e estrangulamento acidental na cama,20,XX. Causas externas de morbidade e mortalidade,XX
W758,Sufocação e estrangulamento acidental na cama - outros locais especificados,W75,Sufocação e estrangulamento acidental na cama,20,XX. Causas externas de morbidade e mortalidade,XX
W759,Sufocação e estrangulamento acidental na cama - local não especificado,W75,Sufocação e estrangulamento acidental na cama,20,XX. Causas externas de morbidade e mortalidade,XX
W760,Outro enforcamento e estrangulamento acidental - residência,W76,Outro enforcamento e estrangulamento acidental,20,XX. Causas externas de morbidade e mortalidade,XX
W761,Outro enforcamento e estrangulamento acidental - habitação coletiva,W76,Outro enforcamento e estrangulamento acidental,20,XX. Causas externas de morbidade e mortalidade,XX
W762,"Outro enforcamento e estrangulamento acidental - escolas, outras instituições e áreas de administração pública",W76,Outro enforcamento e estrangulamento acidental,20,XX. Causas externas de morbidade e mortalidade,XX
W763,Outro enforcamento e estrangulamento acidental - área para a prática de esportes e atletismo,W76,Outro enforcamento e estrangulamento acidental,20,XX. Causas externas de morbidade e mortalidade,XX
W764,Outro enforcamento e estrangulamento acidental - rua e estrada,W76,Outro enforcamento e estrangulamento acidental,20,XX. Causas externas de morbidade e mortalidade,XX
W765,Outro enforcamento e estrangulamento acidental - áreas de comércio e de serviços,W76,Outro enforcamento e estrangulamento acidental,20,XX. Causas externas de morbidade e mortalidade,XX
W766,Outro enforcamento e estrangulamento acidental - áreas industriais e em construção,W76,Outro enforcamento e estrangulamento acidental,20,XX. Causas externas de morbidade e mortalidade,XX
W767,Outro enforcamento e estrangulamento acidental - fazenda,W76,Outro enforcamento e estrangulamento acidental,20,XX. Causas externas de morbidade e mortalidade,XX
W768,Outro enforcamento e estrangulamento acidental - outros locais especificados,W76,Outro enforcamento e estrangulamento acidental,20,XX. Causas externas de morbidade e mortalidade,XX
W769,Outro enforcamento e estrangulamento acidental - local não especificado,W76,Outro enforcamento e estrangulamento acidental,20,XX. Causas externas de morbidade e mortalidade,XX
W770,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - residência",W77,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias",20,XX. Causas externas de morbidade e mortalidade,XX
W771,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - habitação coletiva",W77,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias",20,XX. Causas externas de morbidade e mortalidade,XX
W772,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - escolas, outras instituições e áreas de administração pública",W77,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias",20,XX. Causas externas de morbidade e mortalidade,XX
W773,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - área para a prática de esportes e atletismo",W77,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias",20,XX. Causas externas de morbidade e mortalidade,XX
W774,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - rua e estrada",W77,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias",20,XX. Causas externas de morbidade e mortalidade,XX
W775,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - áreas de comércio e de serviços",W77,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias",20,XX. Causas externas de morbidade e mortalidade,XX
W776,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - áreas industriais e em construção",W77,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias",20,XX. Causas externas de morbidade e mortalidade,XX
W777,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - fazenda",W77,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias",20,XX. Causas externas de morbidade e mortalidade,XX
W778,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - outros locais especificados",W77,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias",20,XX. Causas externas de morbidade e mortalidade,XX
W779,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - local não especificado",W77,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias",20,XX. Causas externas de morbidade e mortalidade,XX
W780,Inalação do conteúdo gástrico - residência,W78,Inalação do conteúdo gástrico,20,XX. Causas externas de morbidade e mortalidade,XX
W781,Inalação do conteúdo gástrico - habitação coletiva,W78,Inalação do conteúdo gástrico,20,XX. Causas externas de morbidade e mortalidade,XX
W782,"Inalação do conteúdo gástrico - escolas, outras instituições e áreas de administração pública",W78,Inalação do conteúdo gástrico,20,XX. Causas externas de morbidade e mortalidade,XX
W783,Inalação do conteúdo gástrico - área para a prática de esportes e atletismo,W78,Inalação do conteúdo gástrico,20,XX. Causas externas de morbidade e mortalidade,XX
W784,Inalação do conteúdo gástrico - rua e estrada,W78,Inalação do conteúdo gástrico,20,XX. Causas externas de morbidade e mortalidade,XX
W785,Inalação do conteúdo gástrico - áreas de comércio e de serviços,W78,Inalação do conteúdo gástrico,20,XX. Causas externas de morbidade e mortalidade,XX
W786,Inalação do conteúdo gástrico - áreas industriais e em construção,W78,Inalação do conteúdo gástrico,20,XX. Causas externas de morbidade e mortalidade,XX
W787,Inalação do conteúdo gástrico - fazenda,W78,Inalação do conteúdo gástrico,20,XX. Causas externas de morbidade e mortalidade,XX
W788,Inalação do conteúdo gástrico - outros locais especificados,W78,Inalação do conteúdo gástrico,20,XX. Causas externas de morbidade e mortalidade,XX
W789,Inalação do conteúdo gástrico - local não especificado,W78,Inalação do conteúdo gástrico,20,XX. Causas externas de morbidade e mortalidade,XX
W790,Inalação e ingestão de alimentos causando obstrução do trato respiratório - residência,W79,Inalação e ingestão de alimentos causando obstrução do trato respiratório,20,XX. Causas externas de morbidade e mortalidade,XX
W791,Inalação e ingestão de alimentos causando obstrução do trato respiratório - habitação coletiva,W79,Inalação e ingestão de alimentos causando obstrução do trato respiratório,20,XX. Causas externas de morbidade e mortalidade,XX
W792,"Inalação e ingestão de alimentos causando obstrução do trato respiratório - escolas, outras instituições e áreas de administração pública",W79,Inalação e ingestão de alimentos causando obstrução do trato respiratório,20,XX. Causas externas de morbidade e mortalidade,XX
W793,Inalação e ingestão de alimentos causando obstrução do trato respiratório - área para a prática de esportes e atletismo,W79,Inalação e ingestão de alimentos causando obstrução do trato respiratório,20,XX. Causas externas de morbidade e mortalidade,XX
W794,Inalação e ingestão de alimentos causando obstrução do trato respiratório - rua e estrada,W79,Inalação e ingestão de alimentos causando obstrução do trato respiratório,20,XX. Causas externas de morbidade e mortalidade,XX
W795,Inalação e ingestão de alimentos causando obstrução do trato respiratório - áreas de comércio e de serviços,W79,Inalação e ingestão de alimentos causando obstrução do trato respiratório,20,XX. Causas externas de morbidade e mortalidade,XX
W796,Inalação e ingestão de alimentos causando obstrução do trato respiratório - áreas industriais e em construção,W79,Inalação e ingestão de alimentos causando obstrução do trato respiratório,20,XX. Causas externas de morbidade e mortalidade,XX
W797,Inalação e ingestão de alimentos causando obstrução do trato respiratório - fazenda,W79,Inalação e ingestão de alimentos causando obstrução do trato respiratório,20,XX. Causas externas de morbidade e mortalidade,XX
W798,Inalação e ingestão de alimentos causando obstrução do trato respiratório - outros locais especificados,W79,Inalação e ingestão de alimentos causando obstrução do trato respiratório,20,XX. Causas externas de morbidade e mortalidade,XX
W799,Inalação e ingestão de alimentos causando obstrução do trato respiratório - local não especificado,W79,Inalação e ingestão de alimentos causando obstrução do trato respiratório,20,XX. Causas externas de morbidade e mortalidade,XX
W800,Inalação e ingestão de outros objetos causando obstrução do trato respiratório - residência,W80,Inalação e ingestão de outros objetos causando obstrução do trato respiratório,20,XX. Causas externas de morbidade e mortalidade,XX
